Model,TBS1072C
-9.312e+00,15.2
-9.296e+00,12.8
-9.280e+00,12
-9.264e+00,9.6
-9.248e+00,8
-9.232e+00,6.4
-9.216e+00,4
-9.200e+00,2.4
-9.184e+00,0.8
-9.168e+00,-0.8
-9.152e+00,-2.4
-9.136e+00,-4
-9.120e+00,-6.4
-9.104e+00,-8
-9.088e+00,-9.6
-9.072e+00,-11.2
-9.056e+00,-12.8
-9.040e+00,-15.2
-9.024e+00,-16.8
-9.008e+00,-18.4
-8.992e+00,-20
-8.976e+00,-21.6
-8.960e+00,-23.2
-8.944e+00,-24.8
-8.928e+00,-26.4
-8.912e+00,-28
-8.896e+00,-28.8
-8.880e+00,-30.4
-8.864e+00,-31.2
-8.848e+00,-32
-8.832e+00,-32.8
-8.816e+00,-33.6
-8.800e+00,-34.4
-8.784e+00,-35.2
-8.768e+00,-36
-8.752e+00,-36
-8.736e+00,-36.8
-8.720e+00,-36.8
-8.704e+00,-36.8
-8.688e+00,-36.8
-8.672e+00,-37.6
-8.656e+00,-36.8
-8.640e+00,-36.8
-8.624e+00,-36.8
-8.608e+00,-36
-8.592e+00,-36
-8.576e+00,-36
-8.560e+00,-34.4
-8.544e+00,-33.6
-8.528e+00,-32.8
-8.512e+00,-32
-8.496e+00,-31.2
-8.480e+00,-29.6
-8.464e+00,-28.8
-8.448e+00,-28
-8.432e+00,-26.4
-8.416e+00,-24.8
-8.400e+00,-23.2
-8.384e+00,-21.6
-8.368e+00,-20
-8.352e+00,-19.2
-8.336e+00,-16.8
-8.320e+00,-15.2
-8.304e+00,-12.8
-8.288e+00,-11.2
-8.272e+00,-9.6
-8.256e+00,-8
-8.240e+00,-5.6
-8.224e+00,-4
-8.208e+00,-2.4
-8.192e+00,-0.8
-8.176e+00,0.8
-8.160e+00,3.2
-8.144e+00,4.8
-8.128e+00,6.4
-8.112e+00,8
-8.096e+00,9.6
-8.080e+00,12
-8.064e+00,13.6
-8.048e+00,15.2
-8.032e+00,16.8
-8.016e+00,18.4
-8.000e+00,20
-7.984e+00,21.6
-7.968e+00,23.2
-7.952e+00,24
-7.936e+00,25.6
-7.920e+00,27.2
-7.904e+00,28
-7.888e+00,29.6
-7.872e+00,30.4
-7.856e+00,31.2
-7.840e+00,32
-7.824e+00,32.8
-7.808e+00,33.6
-7.792e+00,33.6
-7.776e+00,34.4
-7.760e+00,34.4
-7.744e+00,35.2
-7.728e+00,35.2
-7.712e+00,34.4
-7.696e+00,34.4
-7.680e+00,34.4
-7.664e+00,34.4
-7.648e+00,34.4
-7.632e+00,33.6
-7.616e+00,32.8
-7.600e+00,32
-7.584e+00,31.2
-7.568e+00,30.4
-7.552e+00,29.6
-7.536e+00,28
-7.520e+00,27.2
-7.504e+00,25.6
-7.488e+00,24
-7.472e+00,23.2
-7.456e+00,21.6
-7.440e+00,20
-7.424e+00,18.4
-7.408e+00,16
-7.392e+00,15.2
-7.376e+00,13.6
-7.360e+00,11.2
-7.344e+00,9.6
-7.328e+00,8
-7.312e+00,6.4
-7.296e+00,4
-7.280e+00,2.4
-7.264e+00,0.8
-7.248e+00,-0.8
-7.232e+00,-2.4
-7.216e+00,-4
-7.200e+00,-6.4
-7.184e+00,-8
-7.168e+00,-9.6
-7.152e+00,-11.2
-7.136e+00,-13.6
-7.120e+00,-15.2
-7.104e+00,-16.8
-7.088e+00,-18.4
-7.072e+00,-20
-7.056e+00,-21.6
-7.040e+00,-23.2
-7.024e+00,-24.8
-7.008e+00,-26.4
-6.992e+00,-27.2
-6.976e+00,-28
-6.960e+00,-29.6
-6.944e+00,-30.4
-6.928e+00,-32
-6.912e+00,-32.8
-6.896e+00,-33.6
-6.880e+00,-34.4
-6.864e+00,-34.4
-6.848e+00,-35.2
-6.832e+00,-36
-6.816e+00,-36
-6.800e+00,-36.8
-6.784e+00,-36.8
-6.768e+00,-36.8
-6.752e+00,-36.8
-6.736e+00,-36.8
-6.720e+00,-36.8
-6.704e+00,-36.8
-6.688e+00,-36
-6.672e+00,-35.2
-6.656e+00,-35.2
-6.640e+00,-34.4
-6.624e+00,-33.6
-6.608e+00,-32
-6.592e+00,-32
-6.576e+00,-30.4
-6.560e+00,-29.6
-6.544e+00,-28
-6.528e+00,-28
-6.512e+00,-25.6
-6.496e+00,-24
-6.480e+00,-23.2
-6.464e+00,-21.6
-6.448e+00,-20
-6.432e+00,-18.4
-6.416e+00,-16.8
-6.400e+00,-14.4
-6.384e+00,-12.8
-6.368e+00,-11.2
-6.352e+00,-9.6
-6.336e+00,-7.2
-6.320e+00,-5.6
-6.304e+00,-4
-6.288e+00,-2.4
-6.272e+00,-0.8
-6.256e+00,0.8
-6.240e+00,3.2
-6.224e+00,4
-6.208e+00,6.4
-6.192e+00,8
-6.176e+00,9.6
-6.160e+00,12
-6.144e+00,13.6
-6.128e+00,15.2
-6.112e+00,16.8
-6.096e+00,18.4
-6.080e+00,20
-6.064e+00,21.6
-6.048e+00,22.4
-6.032e+00,24
-6.016e+00,25.6
-6.000e+00,26.4
-5.984e+00,28
-5.968e+00,28.8
-5.952e+00,29.6
-5.936e+00,31.2
-5.920e+00,32
-5.904e+00,32.8
-5.888e+00,32.8
-5.872e+00,33.6
-5.856e+00,33.6
-5.840e+00,34.4
-5.824e+00,34.4
-5.808e+00,34.4
-5.792e+00,34.4
-5.776e+00,34.4
-5.760e+00,34.4
-5.744e+00,33.6
-5.728e+00,33.6
-5.712e+00,33.6
-5.696e+00,32
-5.680e+00,31.2
-5.664e+00,31.2
-5.648e+00,29.6
-5.632e+00,28.8
-5.616e+00,28
-5.600e+00,26.4
-5.584e+00,24.8
-5.568e+00,24
-5.552e+00,22.4
-5.536e+00,20.8
-5.520e+00,20
-5.504e+00,18.4
-5.488e+00,16.8
-5.472e+00,14.4
-5.456e+00,12.8
-5.440e+00,11.2
-5.424e+00,9.6
-5.408e+00,8
-5.392e+00,5.6
-5.376e+00,4.8
-5.360e+00,2.4
-5.344e+00,0.8
-5.328e+00,-0.8
-5.312e+00,-2.4
-5.296e+00,-4
-5.280e+00,-6.4
-5.264e+00,-8
-5.248e+00,-10.4
-5.232e+00,-11.2
-5.216e+00,-13.6
-5.200e+00,-15.2
-5.184e+00,-16.8
-5.168e+00,-18.4
-5.152e+00,-20
-5.136e+00,-21.6
-5.120e+00,-23.2
-5.104e+00,-24
-5.088e+00,-25.6
-5.072e+00,-27.2
-5.056e+00,-28
-5.040e+00,-29.6
-5.024e+00,-30.4
-5.008e+00,-31.2
-4.992e+00,-32.8
-4.976e+00,-32.8
-4.960e+00,-33.6
-4.944e+00,-34.4
-4.928e+00,-34.4
-4.912e+00,-35.2
-4.896e+00,-36
-4.880e+00,-36.8
-4.864e+00,-36
-4.848e+00,-36.8
-4.832e+00,-36
-4.816e+00,-36
-4.800e+00,-36
-4.784e+00,-36
-4.768e+00,-36
-4.752e+00,-35.2
-4.736e+00,-35.2
-4.720e+00,-33.6
-4.704e+00,-33.6
-4.688e+00,-32
-4.672e+00,-31.2
-4.656e+00,-29.6
-4.640e+00,-29.6
-4.624e+00,-28
-4.608e+00,-26.4
-4.592e+00,-24.8
-4.576e+00,-24.8
-4.560e+00,-22.4
-4.544e+00,-20.8
-4.528e+00,-20
-4.512e+00,-17.6
-4.496e+00,-16
-4.480e+00,-14.4
-4.464e+00,-12.8
-4.448e+00,-11.2
-4.432e+00,-9.6
-4.416e+00,-7.2
-4.400e+00,-6.4
-4.384e+00,-4
-4.368e+00,-2.4
-4.352e+00,-0.8
-4.336e+00,0.8
-4.320e+00,3.2
-4.304e+00,4.8
-4.288e+00,6.4
-4.272e+00,8
-4.256e+00,10.4
-4.240e+00,12
-4.224e+00,13.6
-4.208e+00,15.2
-4.192e+00,16.8
-4.176e+00,18.4
-4.160e+00,20
-4.144e+00,21.6
-4.128e+00,22.4
-4.112e+00,24
-4.096e+00,24.8
-4.080e+00,26.4
-4.064e+00,27.2
-4.048e+00,28.8
-4.032e+00,29.6
-4.016e+00,30.4
-4.000e+00,30.4
-3.984e+00,32
-3.968e+00,32.8
-3.952e+00,33.6
-3.936e+00,33.6
-3.920e+00,33.6
-3.904e+00,33.6
-3.888e+00,34.4
-3.872e+00,34.4
-3.856e+00,34.4
-3.840e+00,34.4
-3.824e+00,33.6
-3.808e+00,32.8
-3.792e+00,32.8
-3.776e+00,32
-3.760e+00,31.2
-3.744e+00,30.4
-3.728e+00,29.6
-3.712e+00,28
-3.696e+00,27.2
-3.680e+00,26.4
-3.664e+00,24.8
-3.648e+00,23.2
-3.632e+00,22.4
-3.616e+00,20.8
-3.600e+00,19.2
-3.584e+00,18.4
-3.568e+00,16
-3.552e+00,14.4
-3.536e+00,12.8
-3.520e+00,11.2
-3.504e+00,9.6
-3.488e+00,7.2
-3.472e+00,5.6
-3.456e+00,4
-3.440e+00,2.4
-3.424e+00,0.8
-3.408e+00,-1.6
-3.392e+00,-2.4
-3.376e+00,-4.8
-3.360e+00,-6.4
-3.344e+00,-8
-3.328e+00,-9.6
-3.312e+00,-11.2
-3.296e+00,-12.8
-3.280e+00,-15.2
-3.264e+00,-16.8
-3.248e+00,-18.4
-3.232e+00,-20
-3.216e+00,-21.6
-3.200e+00,-22.4
-3.184e+00,-24
-3.168e+00,-25.6
-3.152e+00,-27.2
-3.136e+00,-28
-3.120e+00,-28.8
-3.104e+00,-30.4
-3.088e+00,-31.2
-3.072e+00,-32
-3.056e+00,-32.8
-3.040e+00,-32.8
-3.024e+00,-33.6
-3.008e+00,-34.4
-2.992e+00,-35.2
-2.976e+00,-35.2
-2.960e+00,-35.2
-2.944e+00,-36
-2.928e+00,-36
-2.912e+00,-36
-2.896e+00,-36
-2.880e+00,-35.2
-2.864e+00,-35.2
-2.848e+00,-35.2
-2.832e+00,-34.4
-2.816e+00,-33.6
-2.800e+00,-33.6
-2.784e+00,-32.8
-2.768e+00,-31.2
-2.752e+00,-30.4
-2.736e+00,-29.6
-2.720e+00,-28.8
-2.704e+00,-27.2
-2.688e+00,-26.4
-2.672e+00,-24.8
-2.656e+00,-24
-2.640e+00,-22.4
-2.624e+00,-20.8
-2.608e+00,-19.2
-2.592e+00,-17.6
-2.576e+00,-16
-2.560e+00,-14.4
-2.544e+00,-12.8
-2.528e+00,-11.2
-2.512e+00,-9.6
-2.496e+00,-7.2
-2.480e+00,-5.6
-2.464e+00,-3.2
-2.448e+00,-2.4
-2.432e+00,-0.8
-2.416e+00,0.8
-2.400e+00,2.4
-2.384e+00,4.8
-2.368e+00,6.4
-2.352e+00,8
-2.336e+00,9.6
-2.320e+00,11.2
-2.304e+00,13.6
-2.288e+00,15.2
-2.272e+00,16.8
-2.256e+00,17.6
-2.240e+00,19.2
-2.224e+00,21.6
-2.208e+00,22.4
-2.192e+00,24
-2.176e+00,24.8
-2.160e+00,26.4
-2.144e+00,27.2
-2.128e+00,28
-2.112e+00,28.8
-2.096e+00,29.6
-2.080e+00,31.2
-2.064e+00,31.2
-2.048e+00,32.8
-2.032e+00,32.8
-2.016e+00,33.6
-2.000e+00,33.6
-1.984e+00,33.6
-1.968e+00,33.6
-1.952e+00,33.6
-1.936e+00,33.6
-1.920e+00,33.6
-1.904e+00,33.6
-1.888e+00,32.8
-1.872e+00,32
-1.856e+00,31.2
-1.840e+00,30.4
-1.824e+00,30.4
-1.808e+00,28.8
-1.792e+00,28
-1.776e+00,27.2
-1.760e+00,25.6
-1.744e+00,24.8
-1.728e+00,23.2
-1.712e+00,22.4
-1.696e+00,20.8
-1.680e+00,19.2
-1.664e+00,17.6
-1.648e+00,15.2
-1.632e+00,14.4
-1.616e+00,12
-1.600e+00,11.2
-1.584e+00,9.6
-1.568e+00,7.2
-1.552e+00,5.6
-1.536e+00,4
-1.520e+00,2.4
-1.504e+00,0.8
-1.488e+00,-0.8
-1.472e+00,-3.2
-1.456e+00,-4
-1.440e+00,-6.4
-1.424e+00,-8
-1.408e+00,-9.6
-1.392e+00,-11.2
-1.376e+00,-12.8
-1.360e+00,-14.4
-1.344e+00,-16.8
-1.328e+00,-17.6
-1.312e+00,-20
-1.296e+00,-20.8
-1.280e+00,-22.4
-1.264e+00,-24
-1.248e+00,-24.8
-1.232e+00,-26.4
-1.216e+00,-27.2
-1.200e+00,-28.8
-1.184e+00,-30.4
-1.168e+00,-31.2
-1.152e+00,-32
-1.136e+00,-32
-1.120e+00,-33.6
-1.104e+00,-33.6
-1.088e+00,-34.4
-1.072e+00,-34.4
-1.056e+00,-35.2
-1.040e+00,-35.2
-1.024e+00,-35.2
-1.008e+00,-35.2
-9.920e-01,-35.2
-9.760e-01,-35.2
-9.600e-01,-35.2
-9.440e-01,-34.4
-9.280e-01,-34.4
-9.120e-01,-34.4
-8.960e-01,-33.6
-8.800e-01,-32.8
-8.640e-01,-32
-8.480e-01,-31.2
-8.320e-01,-30.4
-8.160e-01,-29.6
-8.000e-01,-28.8
-7.840e-01,-27.2
-7.680e-01,-26.4
-7.520e-01,-24
-7.360e-01,-24
-7.200e-01,-21.6
-7.040e-01,-20
-6.880e-01,-18.4
-6.720e-01,-17.6
-6.560e-01,-16
-6.400e-01,-14.4
-6.240e-01,-12
-6.080e-01,-11.2
-5.920e-01,-8.8
-5.760e-01,-7.2
-5.600e-01,-5.6
-5.440e-01,-4
-5.280e-01,-1.6
-5.120e-01,0
-4.960e-01,1.6
-4.800e-01,3.2
-4.640e-01,4.8
-4.480e-01,6.4
-4.320e-01,8
-4.160e-01,9.6
-4.000e-01,11.2
-3.840e-01,12.8
-3.680e-01,14.4
-3.520e-01,16
-3.360e-01,17.6
-3.200e-01,19.2
-3.040e-01,20.8
-2.880e-01,21.6
-2.720e-01,23.2
-2.560e-01,24.8
-2.400e-01,25.6
-2.240e-01,26.4
-2.080e-01,28
-1.920e-01,28.8
-1.760e-01,29.6
-1.600e-01,31.2
-1.440e-01,31.2
-1.280e-01,32
-1.120e-01,32.8
-9.600e-02,32
-8.000e-02,32.8
-6.400e-02,33.6
-4.800e-02,33.6
-3.200e-02,33.6
-1.600e-02,32.8
1.410e-14,33.6
1.600e-02,32.8
3.200e-02,32.8
4.800e-02,32
6.400e-02,31.2
8.000e-02,30.4
9.600e-02,29.6
1.120e-01,28.8
1.280e-01,27.2
1.440e-01,26.4
1.600e-01,25.6
1.760e-01,24
1.920e-01,23.2
2.080e-01,21.6
2.240e-01,20
2.400e-01,18.4
2.560e-01,17.6
2.720e-01,16
2.880e-01,13.6
3.040e-01,12
3.200e-01,11.2
3.360e-01,8
3.520e-01,7.2
3.680e-01,5.6
3.840e-01,4
4.000e-01,2.4
4.160e-01,0.8
4.320e-01,-0.8
4.480e-01,-2.4
4.640e-01,-4
4.800e-01,-6.4
4.960e-01,-8
5.120e-01,-9.6
5.280e-01,-11.2
5.440e-01,-12.8
5.600e-01,-14.4
5.760e-01,-16
5.920e-01,-17.6
6.080e-01,-19.2
6.240e-01,-20.8
6.400e-01,-22.4
6.560e-01,-24
6.720e-01,-24.8
6.880e-01,-26.4
7.040e-01,-27.2
7.200e-01,-28.8
7.360e-01,-29.6
7.520e-01,-30.4
7.680e-01,-31.2
7.840e-01,-32
8.000e-01,-32.8
8.160e-01,-33.6
8.320e-01,-33.6
8.480e-01,-34.4
8.640e-01,-34.4
8.800e-01,-35.2
8.960e-01,-35.2
9.120e-01,-35.2
9.280e-01,-35.2
9.440e-01,-35.2
9.600e-01,-34.4
9.760e-01,-34.4
9.920e-01,-34.4
1.008e+00,-33.6
1.024e+00,-32.8
1.040e+00,-32
1.056e+00,-31.2
1.072e+00,-30.4
1.088e+00,-29.6
1.104e+00,-28.8
1.120e+00,-28
1.136e+00,-26.4
1.152e+00,-25.6
1.168e+00,-24
1.184e+00,-23.2
1.200e+00,-20.8
1.216e+00,-20
1.232e+00,-18.4
1.248e+00,-16.8
1.264e+00,-15.2
1.280e+00,-13.6
1.296e+00,-12
1.312e+00,-10.4
1.328e+00,-8
1.344e+00,-7.2
1.360e+00,-4.8
1.376e+00,-3.2
1.392e+00,-1.6
1.408e+00,0
1.424e+00,1.6
1.440e+00,3.2
1.456e+00,4.8
1.472e+00,6.4
1.488e+00,8
1.504e+00,9.6
1.520e+00,11.2
1.536e+00,13.6
1.552e+00,14.4
1.568e+00,16
1.584e+00,17.6
1.600e+00,19.2
1.616e+00,20.8
1.632e+00,22.4
1.648e+00,23.2
1.664e+00,24.8
1.680e+00,25.6
1.696e+00,26.4
1.712e+00,28
1.728e+00,28
1.744e+00,28.8
1.760e+00,30.4
1.776e+00,30.4
1.792e+00,31.2
1.808e+00,32
1.824e+00,32
1.840e+00,32.8
1.856e+00,32.8
1.872e+00,32.8
1.888e+00,32.8
1.904e+00,32.8
1.920e+00,32.8
1.936e+00,32
1.952e+00,31.2
1.968e+00,31.2
1.984e+00,30.4
2.000e+00,30.4
2.016e+00,28.8
2.032e+00,28
2.048e+00,27.2
2.064e+00,26.4
2.080e+00,24.8
2.096e+00,24
2.112e+00,21.6
2.128e+00,20.8
2.144e+00,20
2.160e+00,18.4
2.176e+00,16.8
2.192e+00,15.2
2.208e+00,13.6
2.224e+00,12
2.240e+00,10.4
2.256e+00,8.8
2.272e+00,7.2
2.288e+00,4.8
2.304e+00,4
2.320e+00,2.4
2.336e+00,0
2.352e+00,-0.8
2.368e+00,-3.2
2.384e+00,-4.8
2.400e+00,-6.4
2.416e+00,-8
2.432e+00,-9.6
2.448e+00,-11.2
2.464e+00,-12.8
2.480e+00,-14.4
2.496e+00,-16.8
2.512e+00,-18.4
2.528e+00,-19.2
2.544e+00,-20.8
2.560e+00,-22.4
2.576e+00,-24
2.592e+00,-24.8
2.608e+00,-26.4
2.624e+00,-27.2
2.640e+00,-28
2.656e+00,-28.8
2.672e+00,-30.4
2.688e+00,-31.2
2.704e+00,-32
2.720e+00,-32.8
2.736e+00,-33.6
